state,current_date,cumulative_var1_at_current_date,cumulative_var2_at_current_date,day_since_policy1,day_since_policy2,day_since_policy3,day_since_policy4,outcome_var,cat_var_Sector,num_var_Sector,cat_var2,key_cat_var1,econ_var4,econ_var3
MI,4/8/2020,20220,959,21,7,16,15,-3.473894198,A,805.6,No,No,3.8,54909
MN,4/8/2020,1154,39,21,26,nan,11,-3.019840222,C,549.1,No,No,3.2,68388
MO,4/8/2020,3327,86,21,26,nan,2,-2.299001174,A,543.1,No,No,3.5,53578
MS,4/8/2020,2003,67,21,25,5,5,-2.173949931,B,243.7,No,No,5.5,43529
MT,4/8/2020,332,6,21,27,11,11,-2.386499655,A,96,No,No,3.5,53386
NC,4/8/2020,3423,61,21,29,9,9,-2.50572369,A,851.5,No,No,3.6,52752
ND,4/8/2020,251,4,21,26,nan,nan,-2.621778668,A,92.8,No,No,2.3,61843
NE,4/8/2020,538,14,21,26,nan,nan,-2.234612372,A,198.6,No,No,3.9,59970
NH,4/8/2020,788,18,21,26,11,11,-3.346376229,A,138.5,No,No,2.6,73381
NJ,4/8/2020,47437,1504,21,30,18,18,-3.86023089,A,893.7,Yes,Yes,3.8,80088
NM,4/8/2020,865,16,21,28,15,15,-2.319204676,B,189.7,No,No,4.8,46744
NV,4/8/2020,2318,80,21,27,nan,8,-3.82296604,D,356.4,No,No,3.6,58003
NY,4/8/2020,151271,8138,21,32,17,17,-3.979833603,B,"1,488.10",Yes,Yes,3.8,64894
OH,4/8/2020,5149,193,21,30,15,15,-2.669342329,A,"1,028.40",No,No,4.1,54021
OK,4/8/2020,1523,79,21,6,7,nan,-1.850536029,B,356.6,No,No,3.3,50051
OR,4/8/2020,1239,38,21,31,nan,16,-2.282043466,A,359.3,Yes,Yes,3.3,60212
PA,4/8/2020,16414,313,21,33,16,7,-3.087781845,C,1307,No,No,4.7,59195
RI,4/8/2020,1450,35,21,30,nan,11,-3.448059663,C,110.7,Yes,Yes,3.1,19343
SC,4/8/2020,2552,63,21,26,nan,1,-2.391765307,A,410.6,No,No,2.4,63870
SD,4/8/2020,393,6,21,6,nan,nan,-2.072914776,A,86.3,No,No,3.4,50570
TN,4/8/2020,4246,83,21,27,7,6,-2.538629175,A,653.1,No,No,3.3,56521
TX,4/8/2020,9897,195,21,26,nan,6,-2.481319855,A,"2,549.20",No,No,4.5,51340
UT,4/8/2020,1860,13,21,33,nan,12,-2.546764051,A,295.2,No,No,2.5,59206
VA,4/8/2020,3644,75,21,27,nan,9,-2.918721579,E,779.6,No,No,2.7,57513
VT,4/8/2020,605,23,21,26,14,15,-3.590058205,C,65.4,No,Yes,2.4,68358
WA,4/8/2020,9097,430,21,39,14,16,-2.987033113,A,654.7,Yes,Yes,3.9,71535
WI,4/8/2020,2756,107,21,27,14,14,-2.606540754,F,484.2,No,No,3.5,43469
WV,4/8/2020,483,4,21,23,15,15,-2.520018929,B,152.1,No,No,5,70979
WY,4/8/2020,230,0,21,26,nan,nan,-1.105326976,A,532.8,No,No,3.7,59305
AK,4/9/2020,233,5,22,29,12,12,-3.519959426,B,79.3,No,No,6,73181
AL,4/9/2020,2838,78,22,27,nan,5,-2.016284862,B,393.5,No,No,2.7,48123
AR,4/9/2020,1146,21,22,29,nan,nan,-1.81671583,A,253.2,No,No,3.5,45869
AZ,4/9/2020,3018,89,22,29,nan,9,-2.699608875,A,551.3,No,Yes,4.5,56581
CA,4/9/2020,20191,548,22,36,21,21,-3.183239164,A,"3,062.50",Yes,Yes,3.9,71805
CO,4/9/2020,6202,227,22,29,14,14,-3.296511396,A,481.5,No,No,2.5,69117
CT,4/9/2020,9784,380,22,30,17,17,-3.487176822,C,345.1,Yes,Yes,3.7,74168
DC,4/9/2020,1523,32,22,29,15,8,-4.570968779,B,239.7,Yes,Yes,5.2,82372
DE,4/9/2020,1209,23,22,27,16,16,-2.945854503,A,82.8,No,No,4,62852
FL,4/9/2020,16819,370,22,31,nan,6,-3.214625581,A,"1,823.00",No,No,2.8,52594
GA,4/9/2020,10885,412,22,26,nan,6,-2.479566495,A,954.3,No,No,3.1,56183
HI,4/9/2020,440,6,22,36,15,15,-4.373255853,D,127.6,No,No,2.7,77765
IA,4/9/2020,1270,27,22,23,nan,nan,-1.968662774,A,308.2,No,No,2.8,58570
ID,4/9/2020,1353,24,22,27,15,15,-2.343912271,A,145.7,No,No,2.8,52225
IL,4/9/2020,16422,534,22,31,19,19,-2.641672497,A,1206.2,No,No,3.5,62992
IN,4/9/2020,6351,246,22,34,15,15,-2.226914865,A,602,No,No,3.1,54181
KS,4/9/2020,1116,42,22,28,nan,10,-2.400613672,A,268.2,No,No,3.1,56422
KY,4/9/2020,1525,84,22,34,14,14,-2.237674046,A,400.8,No,No,4.3,48375
LA,4/9/2020,18283,702,22,29,17,17,-2.63384583,A,378.1,No,No,5.1,46145
MA,4/9/2020,18941,503,22,30,16,16,-3.752026681,C,824.2,Yes,Yes,2.8,77385
MD,4/9/2020,6185,139,22,35,17,10,-3.276701602,B,504.2,No,Yes,3.3,80776
ME,4/9/2020,560,16,22,25,15,8,-2.870678408,C,130.2,No,No,3.1,56277
MI,4/9/2020,21375,1076,22,8,17,16,-3.469820875,A,805.6,No,No,3.8,54909
MN,4/9/2020,1242,50,22,27,nan,12,-2.947338554,C,549.1,No,No,3.2,68388
MO,4/9/2020,3539,94,22,27,nan,3,-2.143604557,A,543.1,No,No,3.5,53578
MS,4/9/2020,2260,76,22,26,6,6,-2.144379565,B,243.7,No,No,5.5,43529
MT,4/9/2020,354,6,22,28,12,12,-2.339300374,A,96,No,No,3.5,53386
NC,4/9/2020,3651,74,22,30,10,10,-2.133265331,A,851.5,No,No,3.6,52752
ND,4/9/2020,269,5,22,27,nan,nan,-2.749823609,A,92.8,No,No,2.3,61843
NE,4/9/2020,594,15,22,27,nan,nan,-2.356094176,A,198.6,No,No,3.9,59970
NH,4/9/2020,819,21,22,27,12,12,-3.160686394,A,138.5,No,No,2.6,73381
NJ,4/9/2020,51027,1700,22,31,19,19,-3.668507835,A,893.7,Yes,Yes,3.8,80088
NM,4/9/2020,989,17,22,29,16,16,-2.422842741,B,189.7,No,No,4.8,46744
NV,4/9/2020,2456,82,22,28,nan,9,-3.815133887,D,356.4,No,No,3.6,58003
NY,4/9/2020,162036,9166,22,33,18,18,-3.840643057,B,"1,488.10",Yes,Yes,3.8,64894
OH,4/9/2020,5513,213,22,31,16,16,-2.456391523,A,"1,028.40",No,No,4.1,54021
OK,4/9/2020,1683,80,22,7,8,nan,-2.049161013,B,356.6,No,No,3.3,50051
OR,4/9/2020,1321,44,22,32,nan,17,-2.257662477,A,359.3,Yes,Yes,3.3,60212
PA,4/9/2020,18379,344,22,34,17,8,-2.982044242,C,1307,No,No,4.7,59195
RI,4/9/2020,1727,43,22,31,nan,12,-3.410691851,C,110.7,Yes,Yes,3.1,19343
SC,4/9/2020,2792,67,22,27,nan,2,-2.150935575,A,410.6,No,No,2.4,63870
SD,4/9/2020,447,6,22,7,nan,nan,-2.352640648,A,86.3,No,No,3.4,50570
TN,4/9/2020,4456,95,22,28,8,7,-2.231280485,A,653.1,No,No,3.3,56521
TX,4/9/2020,11372,228,22,27,nan,7,-2.694784931,A,"2,549.20",No,No,4.5,51340
UT,4/9/2020,1980,13,22,34,nan,13,-2.677183843,A,295.2,No,No,2.5,59206
VA,4/9/2020,4041,109,22,28,nan,10,-2.723803919,E,779.6,No,No,2.7,57513
VT,4/9/2020,628,23,22,27,15,16,-3.671103879,C,65.4,No,Yes,2.4,68358
WA,4/9/2020,9608,456,22,40,15,17,-2.920285189,A,654.7,Yes,Yes,3.9,71535
WI,4/9/2020,2885,116,22,28,15,15,-2.314874049,F,484.2,No,No,3.5,43469
WV,4/9/2020,524,5,22,24,16,16,-2.17875684,B,152.1,No,No,5,70979
WY,4/9/2020,239,0,22,27,nan,nan,-1.504127265,A,532.8,No,No,3.7,59305
AK,4/10/2020,244,5,23,30,13,13,-3.464187746,B,79.3,No,No,6,73181
AL,4/10/2020,3008,80,23,28,nan,6,-2.585005459,B,393.5,No,No,2.7,48123
AR,4/10/2020,1202,24,23,30,nan,nan,-2.200165321,A,253.2,No,No,3.5,45869
AZ,4/10/2020,3112,97,23,30,nan,10,-2.792044153,A,551.3,No,Yes,4.5,56581
CA,4/10/2020,21366,594,23,37,22,22,-3.198542432,A,"3,062.50",Yes,Yes,3.9,71805
CO,4/10/2020,6510,253,23,30,15,15,-3.314258221,A,481.5,No,No,2.5,69117
CT,4/10/2020,10538,448,23,31,18,18,-3.430471289,C,345.1,Yes,Yes,3.7,74168
DC,4/10/2020,1660,38,23,30,16,9,-4.535695376,B,239.7,Yes,Yes,5.2,82372
DE,4/10/2020,1326,32,23,28,17,17,-3.158660979,A,82.8,No,No,4,62852
FL,4/10/2020,17960,418,23,32,nan,7,-3.455089981,A,"1,823.00",No,No,2.8,52594
GA,4/10/2020,11859,425,23,27,nan,7,-2.947192976,A,954.3,No,No,3.1,56183
HI,4/10/2020,463,8,23,37,16,16,-4.490400635,D,127.6,No,No,2.7,77765
IA,4/10/2020,1388,31,23,24,nan,nan,-2.358577763,A,308.2,No,No,2.8,58570
ID,4/10/2020,1397,25,23,28,16,16,-2.424014578,A,145.7,No,No,2.8,52225
IL,4/10/2020,17887,607,23,32,20,20,-2.904843195,A,1206.2,No,No,3.5,62992
IN,4/10/2020,6907,300,23,35,16,16,-2.716145606,A,602,No,No,3.1,54181
KS,4/10/2020,1180,50,23,29,nan,11,-2.880214505,A,268.2,No,No,3.1,56422
KY,4/10/2020,1702,90,23,35,15,15,-2.671514268,A,400.8,No,No,4.3,48375
LA,4/10/2020,19253,755,23,30,18,18,-3.345164106,A,378.1,No,No,5.1,46145
MA,4/10/2020,20974,599,23,31,17,17,-3.65019959,C,824.2,Yes,Yes,2.8,77385
MD,4/10/2020,6968,172,23,36,18,11,-3.349465761,B,504.2,No,Yes,3.3,80776
ME,4/10/2020,586,17,23,26,16,9,-3.265171042,C,130.2,No,No,3.1,56277
MI,4/10/2020,22646,1280,23,9,18,17,-3.737730203,A,805.6,No,No,3.8,54909
MN,4/10/2020,1335,57,23,28,nan,13,-3.150710688,C,549.1,No,No,3.2,68388
MO,4/10/2020,3799,105,23,28,nan,4,-2.588142984,A,543.1,No,No,3.5,53578
MS,4/10/2020,2469,82,23,27,7,7,-2.787629772,B,243.7,No,No,5.5,43529
MT,4/10/2020,365,6,23,29,13,13,-2.550877455,A,96,No,No,3.5,53386
NC,4/10/2020,3906,78,23,31,11,11,-2.762194028,A,851.5,No,No,3.6,52752
ND,4/10/2020,278,7,23,28,nan,nan,-2.96037709,A,92.8,No,No,2.3,61843
NE,4/10/2020,678,18,23,28,nan,nan,-2.763689847,A,198.6,No,No,3.9,59970
NH,4/10/2020,885,22,23,28,13,13,-3.406693101,A,138.5,No,No,2.6,73381
NJ,4/10/2020,54588,1932,23,32,20,20,-3.709961352,A,893.7,Yes,Yes,3.8,80088
NM,4/10/2020,1090,19,23,30,17,17,-2.701125105,B,189.7,No,No,4.8,46744
NV,4/10/2020,2606,86,23,29,nan,10,-3.83104347,D,356.4,No,No,3.6,58003
NY,4/10/2020,172830,10162,23,34,19,19,-3.947324403,B,"1,488.10",Yes,Yes,3.8,64894
OH,4/10/2020,5879,231,23,32,17,17,-2.878658867,A,"1,028.40",No,No,4.1,54021
OK,4/10/2020,1794,88,23,8,9,nan,-2.305089702,B,356.6,No,No,3.3,50051
OR,4/10/2020,1371,48,23,33,nan,18,-2.44014831,A,359.3,Yes,Yes,3.3,60212
PA,4/10/2020,20128,435,23,35,18,9,-3.281185551,C,1307,No,No,4.7,59195
RI,4/10/2020,2015,49,23,32,nan,13,-3.309281413,C,110.7,Yes,Yes,3.1,19343
SC,4/10/2020,3065,72,23,28,nan,3,-2.781870279,A,410.6,No,No,2.4,63870
SD,4/10/2020,536,6,23,8,nan,nan,-2.684839399,A,86.3,No,No,3.4,50570
TN,4/10/2020,4793,104,23,29,9,8,-2.708223197,A,653.1,No,No,3.3,56521
TX,4/10/2020,12290,246,23,28,nan,8,-3.049578552,A,"2,549.20",No,No,4.5,51340
UT,4/10/2020,2103,17,23,35,nan,14,-2.650641888,A,295.2,No,No,2.5,59206
VA,4/10/2020,4508,121,23,29,nan,11,-3.044256876,E,779.6,No,No,2.7,57513
VT,4/10/2020,679,24,23,28,16,17,-4.195119595,C,65.4,No,Yes,2.4,68358
WA,4/10/2020,9887,483,23,41,16,18,-2.971313712,A,654.7,Yes,Yes,3.9,71535
WI,4/10/2020,3068,131,23,29,16,16,-2.767005399,F,484.2,No,No,3.5,43469
WV,4/10/2020,537,5,23,25,17,17,-2.64730836,B,152.1,No,No,5,70979
WY,4/10/2020,253,0,23,28,nan,nan,-1.73084516,A,532.8,No,No,3.7,59305
AK,4/11/2020,255,6,24,31,14,14,-2.986695465,B,79.3,No,No,6,73181
AL,4/11/2020,3262,93,24,29,nan,7,-2.858193896,B,393.5,No,No,2.7,48123
AR,4/11/2020,1228,25,24,31,nan,nan,-2.810623773,A,253.2,No,No,3.5,45869
AZ,4/11/2020,3393,112,24,31,nan,11,-3.069352409,A,551.3,No,Yes,4.5,56581
CA,4/11/2020,22421,632,24,38,23,23,-3.443076899,A,"3,062.50",Yes,Yes,3.9,71805
CO,4/11/2020,6893,274,24,31,16,16,-3.529274566,A,481.5,No,No,2.5,69117
CT,4/11/2020,11510,494,24,32,19,19,-3.584757716,C,345.1,Yes,Yes,3.7,74168
DC,4/11/2020,1778,47,24,31,17,10,-4.652149927,B,239.7,Yes,Yes,5.2,82372
DE,4/11/2020,1479,33,24,29,18,18,-3.446243405,A,82.8,No,No,4,62852
FL,4/11/2020,18978,445,24,33,nan,8,-3.896856341,A,"1,823.00",No,No,2.8,52594
GA,4/11/2020,12261,432,24,28,nan,8,-3.252668244,A,954.3,No,No,3.1,56183
HI,4/11/2020,484,8,24,38,17,17,-4.917715733,D,127.6,No,No,2.7,77765
IA,4/11/2020,1510,34,24,25,nan,nan,-3.267064743,A,308.2,No,No,2.8,58570
ID,4/11/2020,1407,27,24,29,17,17,-2.719125849,A,145.7,No,No,2.8,52225
IL,4/11/2020,19180,682,24,33,21,21,-3.441385302,A,1206.2,No,No,3.5,62992
IN,4/11/2020,7435,330,24,36,17,17,-3.210193074,A,602,No,No,3.1,54181
KS,4/11/2020,1282,55,24,30,nan,12,-3.378757549,A,268.2,No,No,3.1,56422
KY,4/11/2020,1851,94,24,36,16,16,-3.037842683,A,400.8,No,No,4.3,48375
LA,4/11/2020,20014,806,24,31,19,19,-3.436643302,A,378.1,No,No,5.1,46145
MA,4/11/2020,22860,686,24,32,18,18,-3.75165928,C,824.2,Yes,Yes,2.8,77385
MD,4/11/2020,7694,207,24,37,19,12,-3.669298101,B,504.2,No,Yes,3.3,80776
ME,4/11/2020,616,19,24,27,17,10,-3.130313839,C,130.2,No,No,3.1,56277
MI,4/11/2020,23853,1391,24,10,19,18,-4.031472597,A,805.6,No,No,3.8,54909
MN,4/11/2020,1427,64,24,29,nan,14,-3.457222849,C,549.1,No,No,3.2,68388
MO,4/11/2020,4024,116,24,29,nan,5,-3.14310238,A,543.1,No,No,3.5,53578
MS,4/11/2020,2642,93,24,28,8,8,-3.105642038,B,243.7,No,No,5.5,43529
MT,4/11/2020,377,6,24,30,14,14,-3.637768878,A,96,No,No,3.5,53386
NC,4/11/2020,4310,86,24,32,12,12,-3.085040774,A,851.5,No,No,3.6,52752
ND,4/11/2020,293,7,24,29,nan,nan,-3.3627178,A,92.8,No,No,2.3,61843
NE,4/11/2020,718,18,24,29,nan,nan,-3.15115795,A,198.6,No,No,3.9,59970
NH,4/11/2020,929,23,24,29,14,14,-3.37922209,A,138.5,No,No,2.6,73381
NJ,4/11/2020,58151,2183,24,33,21,21,-3.935373447,A,893.7,Yes,Yes,3.8,80088
NM,4/11/2020,1174,20,24,31,18,18,-3.016888905,B,189.7,No,No,4.8,46744
NV,4/11/2020,2720,111,24,30,nan,11,-3.828728626,D,356.4,No,No,3.6,58003
NY,4/11/2020,182990,11159,24,35,20,20,-4.02875214,B,"1,488.10",Yes,Yes,3.8,64894
OH,4/11/2020,6251,247,24,33,18,18,-3.192758163,A,"1,028.40",No,No,4.1,54021
OK,4/11/2020,1868,93,24,9,10,nan,-3.011823312,B,356.6,No,No,3.3,50051
OR,4/11/2020,1447,51,24,34,nan,19,-2.628857132,A,359.3,Yes,Yes,3.3,60212
PA,4/11/2020,21774,515,24,36,19,10,-3.493058879,C,1307,No,No,4.7,59195
RI,4/11/2020,2349,56,24,33,nan,14,-3.653708483,C,110.7,Yes,Yes,3.1,19343
SC,4/11/2020,3207,80,24,29,nan,4,-3.131748924,A,410.6,No,No,2.4,63870
SD,4/11/2020,626,6,24,9,nan,nan,-3.520492885,A,86.3,No,No,3.4,50570
TN,4/11/2020,4983,107,24,30,10,9,-3.036635888,A,653.1,No,No,3.3,56521
TX,4/11/2020,13208,265,24,29,nan,9,-3.632408702,A,"2,549.20",No,No,4.5,51340
UT,4/11/2020,2208,18,24,36,nan,15,-2.811327772,A,295.2,No,No,2.5,59206
VA,4/11/2020,5076,130,24,30,nan,12,-3.271298117,E,779.6,No,No,2.7,57513
VT,4/11/2020,711,25,24,29,17,18,-3.843709695,C,65.4,No,Yes,2.4,68358
WA,4/11/2020,10224,498,24,42,17,19,-3.230109942,A,654.7,Yes,Yes,3.9,71535
WI,4/11/2020,3213,141,24,30,17,17,-3.232734508,F,484.2,No,No,3.5,43469
WV,4/11/2020,593,6,24,26,18,18,-2.834691558,B,152.1,No,No,5,70979
WY,4/11/2020,261,0,24,29,nan,nan,-2.364884085,A,532.8,No,No,3.7,59305
AK,4/12/2020,270,6,25,32,15,15,-4.179856566,B,79.3,No,No,6,73181
AL,4/12/2020,3583,93,25,30,nan,8,-4.127733778,B,393.5,No,No,2.7,48123
AR,4/12/2020,1280,27,25,32,nan,nan,-3.375760308,A,253.2,No,No,3.5,45869
AZ,4/12/2020,3539,117,25,32,nan,12,-3.420743713,A,551.3,No,Yes,4.5,56581
CA,4/12/2020,23323,676,25,39,24,24,-3.972773554,A,"3,062.50",Yes,Yes,3.9,71805
CO,4/12/2020,7303,290,25,32,17,17,-4.30167686,A,481.5,No,No,2.5,69117
CT,4/12/2020,12035,554,25,33,20,20,-4.039209498,C,345.1,Yes,Yes,3.7,74168
DC,4/12/2020,1875,50,25,32,18,11,-5.151549919,B,239.7,Yes,Yes,5.2,82372
DE,4/12/2020,1625,35,25,30,19,19,-3.981003301,A,82.8,No,No,4,62852
FL,4/12/2020,19855,460,25,34,nan,9,-4.238291878,A,"1,823.00",No,No,2.8,52594
GA,4/12/2020,12103,438,25,29,nan,9,-4.11623025,A,954.3,No,No,3.1,56183
HI,4/12/2020,497,9,25,39,18,18,-4.9819092,D,127.6,No,No,2.7,77765
IA,4/12/2020,1587,41,25,26,nan,nan,-3.987440799,A,308.2,No,No,2.8,58570
ID,4/12/2020,1425,27,25,30,18,18,-3.199271751,A,145.7,No,No,2.8,52225
IL,4/12/2020,20852,727,25,34,22,22,-4.028831008,A,1206.2,No,No,3.5,62992
IN,4/12/2020,7928,343,25,37,18,18,-3.717130749,A,602,No,No,3.1,54181
KS,4/12/2020,1337,56,25,31,nan,13,-3.8304359,A,268.2,No,No,3.1,56422
KY,4/12/2020,1963,98,25,37,17,17,-3.716045964,A,400.8,No,No,4.3,48375
LA,4/12/2020,20595,840,25,32,20,20,-4.107202372,A,378.1,No,No,5.1,46145
MA,4/12/2020,25475,756,25,33,19,19,-4.276559054,C,824.2,Yes,Yes,2.8,77385
MD,4/12/2020,8225,236,25,38,20,13,-4.146702664,B,504.2,No,Yes,3.3,80776
ME,4/12/2020,633,19,25,28,18,11,-3.867825941,C,130.2,No,No,3.1,56277
MI,4/12/2020,24494,1486,25,11,20,19,-4.483693547,A,805.6,No,No,3.8,54909
MN,4/12/2020,1621,70,25,30,nan,15,-4.541757408,C,549.1,No,No,3.2,68388
MO,4/12/2020,4160,116,25,30,nan,6,-3.593999238,A,543.1,No,No,3.5,53578
MS,4/12/2020,2781,96,25,29,9,9,-4.267209796,B,243.7,No,No,5.5,43529
MT,4/12/2020,387,6,25,31,15,15,-3.554852309,A,96,No,No,3.5,53386
NC,4/12/2020,4520,86,25,33,13,13,-3.776209196,A,851.5,No,No,3.6,52752
ND,4/12/2020,308,8,25,30,nan,nan,-3.915126464,A,92.8,No,No,2.3,61843
NE,4/12/2020,805,18,25,30,nan,nan,-4.251389194,A,198.6,No,No,3.9,59970
NH,4/12/2020,985,23,25,30,15,15,-3.974987496,A,138.5,No,No,2.6,73381
NJ,4/12/2020,61850,2350,25,34,22,22,-4.478632351,A,893.7,Yes,Yes,3.8,80088
NM,4/12/2020,1245,26,25,32,19,19,-3.354630279,B,189.7,No,No,4.8,46744
NV,4/12/2020,2860,113,25,31,nan,12,-4.521136931,D,356.4,No,No,3.6,58003
NY,4/12/2020,191425,12116,25,36,21,21,-4.369964078,B,"1,488.10",Yes,Yes,3.8,64894
OH,4/12/2020,6605,253,25,34,19,19,-3.710994565,A,"1,028.40",No,No,4.1,54021
OK,4/12/2020,1970,96,25,10,11,nan,-3.164189084,B,356.6,No,No,3.3,50051
OR,4/12/2020,1527,52,25,35,nan,20,-3.141953474,A,359.3,Yes,Yes,3.3,60212
PA,4/12/2020,22955,525,25,37,20,11,-3.917395997,C,1307,No,No,4.7,59195
RI,4/12/2020,2665,63,25,34,nan,15,-4.129601398,C,110.7,Yes,Yes,3.1,19343
SC,4/12/2020,3319,82,25,30,nan,5,-3.834810018,A,410.6,No,No,2.4,63870
SD,4/12/2020,729,6,25,10,nan,nan,-4.621962552,A,86.3,No,No,3.4,50570
TN,4/12/2020,5144,107,25,31,11,10,-3.966018456,A,653.1,No,No,3.3,56521
TX,4/12/2020,13776,288,25,30,nan,10,-3.724602798,A,"2,549.20",No,No,4.5,51340
UT,4/12/2020,2305,18,25,37,nan,16,-2.838306151,A,295.2,No,No,2.5,59206
VA,4/12/2020,5273,141,25,31,nan,13,-3.804542529,E,779.6,No,No,2.7,57513
VT,4/12/2020,727,27,25,30,18,19,-4.355626482,C,65.4,No,Yes,2.4,68358
WA,4/12/2020,10411,511,25,43,18,20,-3.453741606,A,654.7,Yes,Yes,3.9,71535
WI,4/12/2020,3341,145,25,31,18,18,-4.041083357,F,484.2,No,No,3.5,43469
WV,4/12/2020,615,8,25,27,19,19,-3.592277163,B,152.1,No,No,5,70979
WY,4/12/2020,270,0,25,30,nan,nan,-2.845000677,A,532.8,No,No,3.7,59305
AK,4/13/2020,275,6,26,33,16,16,-3.172324344,B,79.3,No,No,6,73181
AL,4/13/2020,3805,104,26,31,nan,9,-1.809885185,B,393.5,No,No,2.7,48123
AR,4/13/2020,1475,30,26,33,nan,nan,-1.489786049,A,253.2,No,No,3.5,45869
AZ,4/13/2020,3702,122,26,33,nan,13,-2.716010495,A,551.3,No,Yes,4.5,56581
CA,4/13/2020,24334,725,26,40,25,25,-2.925412433,A,"3,062.50",Yes,Yes,3.9,71805
CO,4/13/2020,7691,308,26,33,18,18,-3.500160164,A,481.5,No,No,2.5,69117
CT,4/13/2020,13381,602,26,34,21,21,-3.591468633,C,345.1,Yes,Yes,3.7,74168
DC,4/13/2020,1955,52,26,33,19,12,-4.613242311,B,239.7,Yes,Yes,5.2,82372
DE,4/13/2020,1761,41,26,31,20,20,-3.515267652,A,82.8,No,No,4,62852
FL,4/13/2020,21011,498,26,35,nan,10,-3.246435848,A,"1,823.00",No,No,2.8,52594
GA,4/13/2020,13125,479,26,30,nan,10,-2.702797225,A,954.3,No,No,3.1,56183
HI,4/13/2020,502,9,26,40,19,19,-4.250639029,D,127.6,No,No,2.7,77765
IA,4/13/2020,1710,44,26,27,nan,nan,-2.225947896,A,308.2,No,No,2.8,58570
ID,4/13/2020,1453,33,26,31,19,19,-2.596696557,A,145.7,No,No,2.8,52225
IL,4/13/2020,22025,800,26,35,23,23,-2.842873726,A,1206.2,No,No,3.5,62992
IN,4/13/2020,8236,350,26,38,19,19,-2.490519369,A,602,No,No,3.1,54181
KS,4/13/2020,1382,63,26,32,nan,14,-2.493801344,A,268.2,No,No,3.1,56422
KY,4/13/2020,2048,106,26,38,18,18,-2.510245581,A,400.8,No,No,4.3,48375
LA,4/13/2020,21016,884,26,33,21,21,-2.367434028,A,378.1,No,No,5.1,46145
MA,4/13/2020,26867,844,26,34,20,20,-3.868527823,C,824.2,Yes,Yes,2.8,77385
MD,4/13/2020,8936,262,26,39,21,14,-3.517339302,B,504.2,No,Yes,3.3,80776
ME,4/13/2020,698,19,26,29,19,12,-3.150144753,C,130.2,No,No,3.1,56277
MI,4/13/2020,25487,1601,26,12,21,20,-3.617047605,A,805.6,No,No,3.8,54909
MN,4/13/2020,1650,70,26,31,nan,16,-2.951789845,C,549.1,No,No,3.2,68388
MO,4/13/2020,4388,136,26,31,nan,7,-2.395044182,A,543.1,No,No,3.5,53578
MS,4/13/2020,2942,98,26,30,10,10,-1.776229962,B,243.7,No,No,5.5,43529
MT,4/13/2020,394,7,26,32,16,16,-2.682116505,A,96,No,No,3.5,53386
NC,4/13/2020,4788,91,26,34,14,14,-2.898658728,A,851.5,No,No,3.6,52752
ND,4/13/2020,331,9,26,31,nan,nan,-2.83065749,A,92.8,No,No,2.3,61843
NE,4/13/2020,870,19,26,31,nan,nan,-2.488821604,A,198.6,No,No,3.9,59970
NH,4/13/2020,1020,23,26,31,16,16,-3.425598753,A,138.5,No,No,2.6,73381
NJ,4/13/2020,64584,2443,26,35,23,23,-4.006909148,A,893.7,Yes,Yes,3.8,80088
NM,4/13/2020,1345,31,26,33,20,20,-3.06204806,B,189.7,No,No,4.8,46744
NV,4/13/2020,3036,114,26,32,nan,13,-3.777130571,D,356.4,No,No,3.6,58003
NY,4/13/2020,197973,12998,26,37,22,22,-4.059328254,B,"1,488.10",Yes,Yes,3.8,64894
OH,4/13/2020,6975,274,26,35,20,20,-2.742584129,A,"1,028.40",No,No,4.1,54021
OK,4/13/2020,2069,98,26,11,12,nan,-2.135170216,B,356.6,No,No,3.3,50051
OR,4/13/2020,1584,53,26,36,nan,21,-2.37563974,A,359.3,Yes,Yes,3.3,60212
PA,4/13/2020,24295,563,26,38,21,12,-3.246551718,C,1307,No,No,4.7,59195
RI,4/13/2020,2976,73,26,35,nan,16,-3.69074268,C,110.7,Yes,Yes,3.1,19343
SC,4/13/2020,3439,87,26,31,nan,6,-2.594480233,A,410.6,No,No,2.4,63870
SD,4/13/2020,867,6,26,11,nan,nan,-2.912314349,A,86.3,No,No,3.4,50570
TN,4/13/2020,5483,114,26,32,12,11,-2.239633801,A,653.1,No,No,3.3,56521
TX,4/13/2020,14487,320,26,31,nan,11,-2.424876322,A,"2,549.20",No,No,4.5,51340
UT,4/13/2020,2368,18,26,38,nan,17,-2.682657379,A,295.2,No,No,2.5,59206
VA,4/13/2020,5746,149,26,32,nan,14,-3.225581991,E,779.6,No,No,2.7,57513
VT,4/13/2020,748,28,26,31,19,20,-3.836574178,C,65.4,No,Yes,2.4,68358
WA,4/13/2020,10538,525,26,44,19,21,-2.800864189,A,654.7,Yes,Yes,3.9,71535
WI,4/13/2020,3428,155,26,32,19,19,-2.56128999,F,484.2,No,No,3.5,43469
WV,4/13/2020,638,9,26,28,20,20,-2.507812284,B,152.1,No,No,5,70979
WY,4/13/2020,275,1,26,31,nan,nan,-2.26940743,A,532.8,No,No,3.7,59305
AK,4/14/2020,283,7,27,34,17,17,-3.427975943,B,79.3,No,No,6,73181
AL,4/14/2020,3953,114,27,32,nan,10,-1.643697213,B,393.5,No,No,2.7,48123
AR,4/14/2020,1498,32,27,34,nan,nan,-1.53865296,A,253.2,No,No,3.5,45869
