state,current_date,cumulative_var1_at_current_date,cumulative_var2_at_current_date,day_since_policy1,day_since_policy2,day_since_policy3,day_since_policy4,outcome_var,cat_var_Sector,num_var_Sector,cat_var2,key_cat_var1,econ_var4,econ_var3
MN,3/12/2020,9,0,-6,-1,nan,-16,-0.634546101,C,549.1,No,No,3.2,68388
MO,3/12/2020,2,0,-6,-1,nan,-25,-0.161046487,A,543.1,No,No,3.5,53578
MS,3/12/2020,1,0,-6,-2,-22,-22,0.354473404,B,243.7,No,No,5.5,43529
MT,3/12/2020,0,0,-6,0,-16,-16,-0.915352237,A,96,No,No,3.5,53386
NC,3/12/2020,16,0,-6,2,-18,-18,0.044906566,A,851.5,No,No,3.6,52752
ND,3/12/2020,1,0,-6,-1,nan,nan,-0.838491873,A,92.8,No,No,2.3,61843
NE,3/12/2020,24,0,-6,-1,nan,nan,-0.666614237,A,198.6,No,No,3.9,59970
NH,3/12/2020,6,0,-6,-1,-16,-16,-0.720139705,A,138.5,No,No,2.6,73381
NJ,3/12/2020,29,1,-6,3,-9,-9,-0.825639953,A,893.7,Yes,Yes,3.8,80088
NM,3/12/2020,6,0,-6,1,-12,-12,-0.56607897,B,189.7,No,No,4.8,46744
NV,3/12/2020,11,0,-6,0,nan,-19,-0.488905939,D,356.4,No,No,3.6,58003
NY,3/12/2020,326,0,-6,5,-10,-10,-0.774525954,B,"1,488.10",Yes,Yes,3.8,64894
OH,3/12/2020,5,0,-6,3,-12,-12,-0.564843575,A,"1,028.40",No,No,4.1,54021
OK,3/12/2020,2,0,-6,-21,-20,nan,-0.004175065,B,356.6,No,No,3.3,50051
OR,3/12/2020,30,0,-6,4,nan,-11,-0.847297846,A,359.3,Yes,Yes,3.3,60212
PA,3/12/2020,22,0,-6,6,-11,-20,-0.65555603,C,1307,No,No,4.7,59195
RI,3/12/2020,5,0,-6,3,nan,-16,-0.876768497,C,110.7,Yes,Yes,3.1,19343
SC,3/12/2020,12,0,-6,-1,nan,-26,0.146460319,A,410.6,No,No,2.4,63870
SD,3/12/2020,8,1,-6,-21,nan,nan,-0.965125211,A,86.3,No,No,3.4,50570
TN,3/12/2020,18,0,-6,0,-20,-21,-0.428356351,A,653.1,No,No,3.3,56521
TX,3/12/2020,41,0,-6,-1,nan,-21,0.171748089,A,"2,549.20",No,No,4.5,51340
UT,3/12/2020,7,0,-6,6,nan,-15,-0.703136092,A,295.2,No,No,2.5,59206
VA,3/12/2020,17,0,-6,0,nan,-18,-0.414400503,E,779.6,No,No,2.7,57513
VT,3/12/2020,2,0,-6,-1,-13,-12,-1.119019535,C,65.4,No,Yes,2.4,68358
WA,3/12/2020,419,32,-6,12,-13,-11,-1.125259119,A,654.7,Yes,Yes,3.9,71535
WI,3/12/2020,8,0,-6,0,-13,-13,-0.585869645,F,484.2,No,No,3.5,43469
WV,3/12/2020,0,0,-6,-4,-12,-12,-0.270219269,B,152.1,No,No,5,70979
WY,3/12/2020,1,0,-6,-1,nan,nan,-0.992214181,A,532.8,No,No,3.7,59305
AK,3/13/2020,1,0,-5,2,-15,-15,-0.620227691,B,79.3,No,No,6,73181
AL,3/13/2020,6,0,-5,0,nan,-22,-0.338036772,B,393.5,No,No,2.7,48123
AR,3/13/2020,7,0,-5,2,nan,nan,-0.991017085,A,253.2,No,No,3.5,45869
AZ,3/13/2020,9,0,-5,2,nan,-18,-0.341384156,A,551.3,No,Yes,4.5,56581
CA,3/13/2020,320,5,-5,9,-6,-6,-1.088089764,A,"3,062.50",Yes,Yes,3.9,71805
CO,3/13/2020,78,2,-5,2,-13,-13,-0.515555601,A,481.5,No,No,2.5,69117
CT,3/13/2020,11,0,-5,3,-10,-10,-1.305993072,C,345.1,Yes,Yes,3.7,74168
DC,3/13/2020,10,0,-5,2,-12,-19,-0.700392941,B,239.7,Yes,Yes,5.2,82372
DE,3/13/2020,4,0,-5,0,-11,-11,-0.893775132,A,82.8,No,No,4,62852
FL,3/13/2020,70,2,-5,4,nan,-21,-0.11584355,A,"1,823.00",No,No,2.8,52594
GA,3/13/2020,41,1,-5,-1,nan,-21,-0.747578188,A,954.3,No,No,3.1,56183
HI,3/13/2020,2,0,-5,9,-12,-12,1.749874061,D,127.6,No,No,2.7,77765
IA,3/13/2020,17,0,-5,-4,nan,nan,-0.125240129,A,308.2,No,No,2.8,58570
ID,3/13/2020,1,0,-5,0,-12,-12,-1.154998635,A,145.7,No,No,2.8,52225
IL,3/13/2020,46,0,-5,4,-8,-8,-0.693963597,A,1206.2,No,No,3.5,62992
IN,3/13/2020,12,0,-5,7,-12,-12,-0.775813164,A,602,No,No,3.1,54181
KS,3/13/2020,6,1,-5,1,nan,-17,-0.536986651,A,268.2,No,No,3.1,56422
KY,3/13/2020,11,0,-5,7,-13,-13,-0.849763583,A,400.8,No,No,4.3,48375
LA,3/13/2020,36,0,-5,2,-10,-10,-0.647665978,A,378.1,No,No,5.1,46145
MA,3/13/2020,123,0,-5,3,-11,-11,-1.255669301,C,824.2,Yes,Yes,2.8,77385
MD,3/13/2020,18,0,-5,8,-10,-17,-0.970310413,B,504.2,No,Yes,3.3,80776
ME,3/13/2020,2,0,-5,-2,-12,-19,-1.300680935,C,130.2,No,No,3.1,56277
MI,3/13/2020,25,0,-5,-19,-10,-11,-1.255345101,A,805.6,No,No,3.8,54909
MN,3/13/2020,14,0,-5,0,nan,-15,-0.872416289,C,549.1,No,No,3.2,68388
MO,3/13/2020,4,0,-5,0,nan,-24,-0.359098414,A,543.1,No,No,3.5,53578
MS,3/13/2020,6,0,-5,-1,-21,-21,-0.250866274,B,243.7,No,No,5.5,43529
MT,3/13/2020,4,0,-5,1,-15,-15,-1.218862066,A,96,No,No,3.5,53386
NC,3/13/2020,18,0,-5,3,-17,-17,-0.519450846,A,851.5,No,No,3.6,52752
ND,3/13/2020,1,0,-5,0,nan,nan,-1.09643209,A,92.8,No,No,2.3,61843
NE,3/13/2020,27,0,-5,0,nan,nan,-1.392825133,A,198.6,No,No,3.9,59970
NH,3/13/2020,7,0,-5,0,-15,-15,-1.339629769,A,138.5,No,No,2.6,73381
NJ,3/13/2020,50,1,-5,4,-8,-8,-1.06650279,A,893.7,Yes,Yes,3.8,80088
NM,3/13/2020,10,0,-5,2,-11,-11,-0.521468215,B,189.7,No,No,4.8,46744
NV,3/13/2020,19,0,-5,1,nan,-18,-0.347905469,D,356.4,No,No,3.6,58003
NY,3/13/2020,421,0,-5,6,-9,-9,-1.147798513,B,"1,488.10",Yes,Yes,3.8,64894
OH,3/13/2020,13,0,-5,4,-11,-11,-0.967660357,A,"1,028.40",No,No,4.1,54021
OK,3/13/2020,3,0,-5,-20,-19,nan,-0.456036233,B,356.6,No,No,3.3,50051
OR,3/13/2020,30,0,-5,5,nan,-10,-1.101433786,A,359.3,Yes,Yes,3.3,60212
PA,3/13/2020,41,0,-5,7,-10,-19,-1.146302218,C,1307,No,No,4.7,59195
RI,3/13/2020,20,0,-5,4,nan,-15,-1.093684124,C,110.7,Yes,Yes,3.1,19343
SC,3/13/2020,13,0,-5,0,nan,-25,-0.268856719,A,410.6,No,No,2.4,63870
SD,3/13/2020,9,1,-5,-20,nan,nan,-1.47531801,A,86.3,No,No,3.4,50570
TN,3/13/2020,26,0,-5,1,-19,-20,-0.454278179,A,653.1,No,No,3.3,56521
TX,3/13/2020,58,0,-5,0,nan,-20,-0.364120642,A,"2,549.20",No,No,4.5,51340
UT,3/13/2020,7,0,-5,7,nan,-14,-0.90439107,A,295.2,No,No,2.5,59206
VA,3/13/2020,30,0,-5,1,nan,-17,-0.952365649,E,779.6,No,No,2.7,57513
VT,3/13/2020,2,0,-5,0,-12,-11,-1.335448983,C,65.4,No,Yes,2.4,68358
WA,3/13/2020,511,37,-5,13,-12,-10,-1.389850455,A,654.7,Yes,Yes,3.9,71535
WI,3/13/2020,19,0,-5,1,-12,-12,-0.692945613,F,484.2,No,No,3.5,43469
WV,3/13/2020,0,0,-5,-3,-11,-11,-0.562773215,B,152.1,No,No,5,70979
WY,3/13/2020,2,0,-5,0,nan,nan,-1.080039143,A,532.8,No,No,3.7,59305
AK,3/14/2020,1,0,-4,3,-14,-14,-0.667569756,B,79.3,No,No,6,73181
AL,3/14/2020,12,0,-4,1,nan,-21,-0.671619278,B,393.5,No,No,2.7,48123
AR,3/14/2020,9,0,-4,3,nan,nan,-1.526901289,A,253.2,No,No,3.5,45869
AZ,3/14/2020,12,0,-4,3,nan,-17,-0.558856216,A,551.3,No,Yes,4.5,56581
CA,3/14/2020,381,5,-4,10,-5,-5,-1.67267739,A,"3,062.50",Yes,Yes,3.9,71805
CO,3/14/2020,103,2,-4,3,-12,-12,-0.7886271,A,481.5,No,No,2.5,69117
CT,3/14/2020,20,0,-4,4,-9,-9,-1.836342359,C,345.1,Yes,Yes,3.7,74168
DC,3/14/2020,16,0,-4,3,-11,-18,-0.803735879,B,239.7,Yes,Yes,5.2,82372
DE,3/14/2020,4,0,-4,1,-10,-10,-1.471960256,A,82.8,No,No,4,62852
FL,3/14/2020,70,3,-4,5,nan,-20,-0.797792643,A,"1,823.00",No,No,2.8,52594
GA,3/14/2020,65,1,-4,0,nan,-20,-1.245887108,A,954.3,No,No,3.1,56183
HI,3/14/2020,4,0,-4,10,-11,-11,0.59949383,D,127.6,No,No,2.7,77765
IA,3/14/2020,18,0,-4,-3,nan,nan,-1.466440379,A,308.2,No,No,2.8,58570
ID,3/14/2020,5,0,-4,1,-11,-11,-1.757293316,A,145.7,No,No,2.8,52225
IL,3/14/2020,66,0,-4,5,-7,-7,-1.450042704,A,1206.2,No,No,3.5,62992
IN,3/14/2020,15,0,-4,8,-11,-11,-1.85151586,A,602,No,No,3.1,54181
KS,3/14/2020,8,1,-4,2,nan,-16,-1.317622198,A,268.2,No,No,3.1,56422
KY,3/14/2020,18,0,-4,8,-12,-12,-1.635568556,A,400.8,No,No,4.3,48375
LA,3/14/2020,77,1,-4,3,-9,-9,-1.149257397,A,378.1,No,No,5.1,46145
MA,3/14/2020,138,0,-4,4,-10,-10,-1.64624885,C,824.2,Yes,Yes,2.8,77385
MD,3/14/2020,27,0,-4,9,-9,-16,-1.374148459,B,504.2,No,Yes,3.3,80776
ME,3/14/2020,3,0,-4,-1,-11,-18,-1.531454661,C,130.2,No,No,3.1,56277
MI,3/14/2020,33,0,-4,-18,-9,-10,-1.991163987,A,805.6,No,No,3.8,54909
MN,3/14/2020,21,0,-4,1,nan,-14,-1.704664219,C,549.1,No,No,3.2,68388
MO,3/14/2020,5,0,-4,1,nan,-23,-1.280136066,A,543.1,No,No,3.5,53578
MS,3/14/2020,6,0,-4,0,-20,-20,-0.642686582,B,243.7,No,No,5.5,43529
MT,3/14/2020,6,0,-4,2,-14,-14,-2.093979057,A,96,No,No,3.5,53386
NC,3/14/2020,25,0,-4,4,-16,-16,-1.164291477,A,851.5,No,No,3.6,52752
ND,3/14/2020,1,0,-4,1,nan,nan,-1.973490081,A,92.8,No,No,2.3,61843
NE,3/14/2020,29,0,-4,1,nan,nan,-2.254071785,A,198.6,No,No,3.9,59970
NH,3/14/2020,7,0,-4,1,-14,-14,-1.827114049,A,138.5,No,No,2.6,73381
NJ,3/14/2020,75,2,-4,5,-7,-7,-1.490954351,A,893.7,Yes,Yes,3.8,80088
NM,3/14/2020,13,0,-4,3,-10,-10,-0.794609021,B,189.7,No,No,4.8,46744
NV,3/14/2020,21,0,-4,2,nan,-17,-0.790441914,D,356.4,No,No,3.6,58003
NY,3/14/2020,610,2,-4,7,-8,-8,-1.574120745,B,"1,488.10",Yes,Yes,3.8,64894
OH,3/14/2020,26,0,-4,5,-10,-10,-1.818370587,A,"1,028.40",No,No,4.1,54021
OK,3/14/2020,4,0,-4,-19,-18,nan,-1.254200454,B,356.6,No,No,3.3,50051
OR,3/14/2020,36,1,-4,6,nan,-9,-1.735401075,A,359.3,Yes,Yes,3.3,60212
PA,3/14/2020,47,0,-4,8,-9,-18,-1.61924934,C,1307,No,No,4.7,59195
RI,3/14/2020,20,0,-4,5,nan,-14,-1.788088191,C,110.7,Yes,Yes,3.1,19343
SC,3/14/2020,19,0,-4,1,nan,-24,-0.862709962,A,410.6,No,No,2.4,63870
SD,3/14/2020,9,1,-4,-19,nan,nan,-2.474745139,A,86.3,No,No,3.4,50570
TN,3/14/2020,32,0,-4,2,-18,-19,-1.027223084,A,653.1,No,No,3.3,56521
TX,3/14/2020,69,0,-4,1,nan,-19,-0.967838654,A,"2,549.20",No,No,4.5,51340
UT,3/14/2020,21,0,-4,8,nan,-13,-1.35449253,A,295.2,No,No,2.5,59206
VA,3/14/2020,42,1,-4,2,nan,-16,-1.374215128,E,779.6,No,No,2.7,57513
VT,3/14/2020,5,0,-4,1,-11,-10,-1.67629062,C,65.4,No,Yes,2.4,68358
WA,3/14/2020,609,40,-4,14,-11,-9,-1.918011975,A,654.7,Yes,Yes,3.9,71535
WI,3/14/2020,27,0,-4,2,-11,-11,-1.581139807,F,484.2,No,No,3.5,43469
WV,3/14/2020,0,0,-4,-2,-10,-10,-1.19342271,B,152.1,No,No,5,70979
WY,3/14/2020,3,0,-4,1,nan,nan,-1.519382342,A,532.8,No,No,3.7,59305
AK,3/15/2020,1,0,-3,4,-13,-13,-0.781017297,B,79.3,No,No,6,73181
AL,3/15/2020,23,0,-3,2,nan,-20,-0.422899391,B,393.5,No,No,2.7,48123
AR,3/15/2020,16,0,-3,4,nan,nan,-0.865497392,A,253.2,No,No,3.5,45869
AZ,3/15/2020,13,0,-3,4,nan,-16,-0.368127427,A,551.3,No,Yes,4.5,56581
CA,3/15/2020,478,6,-3,11,-4,-4,-1.507286,A,"3,062.50",Yes,Yes,3.9,71805
CO,3/15/2020,136,2,-3,4,-11,-11,-0.452418411,A,481.5,No,No,2.5,69117
CT,3/15/2020,26,0,-3,5,-8,-8,-1.432646551,C,345.1,Yes,Yes,3.7,74168
DC,3/15/2020,17,0,-3,4,-10,-17,-1.992042213,B,239.7,Yes,Yes,5.2,82372
DE,3/15/2020,7,0,-3,2,-9,-9,-1.061121894,A,82.8,No,No,4,62852
FL,3/15/2020,109,3,-3,6,nan,-19,-0.439683476,A,"1,823.00",No,No,2.8,52594
GA,3/15/2020,97,1,-3,1,nan,-19,-0.946346142,A,954.3,No,No,3.1,56183
HI,3/15/2020,7,0,-3,11,-10,-10,0.476578439,D,127.6,No,No,2.7,77765
IA,3/15/2020,22,0,-3,-2,nan,nan,-0.754348157,A,308.2,No,No,2.8,58570
ID,3/15/2020,5,0,-3,2,-10,-10,-1.295516657,A,145.7,No,No,2.8,52225
IL,3/15/2020,94,0,-3,6,-6,-6,-1.084497859,A,1206.2,No,No,3.5,62992
IN,3/15/2020,19,0,-3,9,-10,-10,-0.991013555,A,602,No,No,3.1,54181
KS,3/15/2020,9,1,-3,3,nan,-15,-0.613366728,A,268.2,No,No,3.1,56422
KY,3/15/2020,21,0,-3,9,-11,-11,-0.989587404,A,400.8,No,No,4.3,48375
LA,3/15/2020,103,2,-3,4,-8,-8,-0.649485842,A,378.1,No,No,5.1,46145
MA,3/15/2020,164,0,-3,5,-9,-9,-1.566683212,C,824.2,Yes,Yes,2.8,77385
MD,3/15/2020,32,0,-3,10,-8,-15,-1.314170124,B,504.2,No,Yes,3.3,80776
ME,3/15/2020,12,0,-3,0,-10,-17,-1.230270003,C,130.2,No,No,3.1,56277
MI,3/15/2020,53,0,-3,-17,-8,-9,-1.286323516,A,805.6,No,No,3.8,54909
MN,3/15/2020,35,0,-3,2,nan,-13,-1.249095523,C,549.1,No,No,3.2,68388
MO,3/15/2020,5,0,-3,2,nan,-22,-0.568956666,A,543.1,No,No,3.5,53578
MS,3/15/2020,10,0,-3,1,-19,-19,-0.202027481,B,243.7,No,No,5.5,43529
MT,3/15/2020,6,0,-3,3,-13,-13,-1.351319553,A,96,No,No,3.5,53386
NC,3/15/2020,32,0,-3,5,-15,-15,-0.848272503,A,851.5,No,No,3.6,52752
ND,3/15/2020,1,0,-3,2,nan,nan,-1.500918673,A,92.8,No,No,2.3,61843
NE,3/15/2020,31,0,-3,2,nan,nan,-1.061391503,A,198.6,No,No,3.9,59970
NH,3/15/2020,13,0,-3,2,-13,-13,-1.389479082,A,138.5,No,No,2.6,73381
NJ,3/15/2020,98,2,-3,6,-6,-6,-1.533977194,A,893.7,Yes,Yes,3.8,80088
NM,3/15/2020,17,0,-3,4,-9,-9,-0.447012288,B,189.7,No,No,4.8,46744
NV,3/15/2020,26,0,-3,3,nan,-16,-1.105016807,D,356.4,No,No,3.6,58003
NY,3/15/2020,732,6,-3,8,-7,-7,-1.542261861,B,"1,488.10",Yes,Yes,3.8,64894
OH,3/15/2020,37,0,-3,6,-9,-9,-1.190191834,A,"1,028.40",No,No,4.1,54021
OK,3/15/2020,8,0,-3,-18,-17,nan,-0.352139245,B,356.6,No,No,3.3,50051
OR,3/15/2020,39,1,-3,7,nan,-8,-1.220970151,A,359.3,Yes,Yes,3.3,60212
PA,3/15/2020,68,0,-3,9,-8,-17,-1.193583206,C,1307,No,No,4.7,59195
RI,3/15/2020,20,0,-3,6,nan,-13,-1.384586415,C,110.7,Yes,Yes,3.1,19343
SC,3/15/2020,28,0,-3,2,nan,-23,-0.438655666,A,410.6,No,No,2.4,63870
SD,3/15/2020,9,1,-3,-18,nan,nan,-1.46095298,A,86.3,No,No,3.4,50570
TN,3/15/2020,39,0,-3,3,-17,-18,-0.576171516,A,653.1,No,No,3.3,56521
TX,3/15/2020,80,0,-3,2,nan,-18,-0.566331819,A,"2,549.20",No,No,4.5,51340
UT,3/15/2020,29,0,-3,9,nan,-12,-0.388065667,A,295.2,No,No,2.5,59206
VA,3/15/2020,45,1,-3,3,nan,-15,-1.194631589,E,779.6,No,No,2.7,57513
VT,3/15/2020,8,0,-3,2,-10,-9,-1.534328921,C,65.4,No,Yes,2.4,68358
WA,3/15/2020,675,42,-3,15,-10,-8,-1.418930027,A,654.7,Yes,Yes,3.9,71535
WI,3/15/2020,33,0,-3,3,-10,-10,-1.046291554,F,484.2,No,No,3.5,43469
WV,3/15/2020,0,0,-3,-1,-9,-9,-0.715761069,B,152.1,No,No,5,70979
WY,3/15/2020,3,0,-3,2,nan,nan,-0.371840557,A,532.8,No,No,3.7,59305
AK,3/16/2020,3,0,-2,5,-12,-12,-0.858106645,B,79.3,No,No,6,73181
AL,3/16/2020,29,0,-2,3,nan,-19,-0.162257388,B,393.5,No,No,2.7,48123
AR,3/16/2020,22,0,-2,5,nan,nan,-0.759655652,A,253.2,No,No,3.5,45869
AZ,3/16/2020,18,0,-2,5,nan,-15,-0.287107433,A,551.3,No,Yes,4.5,56581
CA,3/16/2020,588,11,-2,12,-3,-3,-1.077692763,A,"3,062.50",Yes,Yes,3.9,71805
CO,3/16/2020,161,2,-2,5,-10,-10,-0.467673862,A,481.5,No,No,2.5,69117
CT,3/16/2020,41,0,-2,6,-7,-7,-1.304911154,C,345.1,Yes,Yes,3.7,74168
DC,3/16/2020,22,0,-2,5,-9,-16,-1.755130158,B,239.7,Yes,Yes,5.2,82372
DE,3/16/2020,8,0,-2,3,-8,-8,-0.895690191,A,82.8,No,No,4,62852
FL,3/16/2020,141,4,-2,7,nan,-18,-0.545496959,A,"1,823.00",No,No,2.8,52594
GA,3/16/2020,118,1,-2,2,nan,-18,-0.756674392,A,954.3,No,No,3.1,56183
HI,3/16/2020,10,0,-2,12,-9,-9,0.368792449,D,127.6,No,No,2.7,77765
IA,3/16/2020,22,0,-2,-1,nan,nan,-0.480420705,A,308.2,No,No,2.8,58570
ID,3/16/2020,5,0,-2,3,-9,-9,-0.977238652,A,145.7,No,No,2.8,52225
IL,3/16/2020,104,0,-2,7,-5,-5,-0.901877657,A,1206.2,No,No,3.5,62992
IN,3/16/2020,24,1,-2,10,-9,-9,-0.571847358,A,602,No,No,3.1,54181
KS,3/16/2020,11,1,-2,4,nan,-14,-0.487474422,A,268.2,No,No,3.1,56422
KY,3/16/2020,22,1,-2,10,-10,-10,-0.722493883,A,400.8,No,No,4.3,48375
LA,3/16/2020,137,3,-2,5,-7,-7,-0.534941425,A,378.1,No,No,5.1,46145
MA,3/16/2020,197,0,-2,6,-8,-8,-1.473645612,C,824.2,Yes,Yes,2.8,77385
MD,3/16/2020,39,0,-2,11,-7,-14,-1.046197265,B,504.2,No,Yes,3.3,80776
ME,3/16/2020,17,0,-2,1,-9,-16,-1.234074285,C,130.2,No,No,3.1,56277
MI,3/16/2020,54,0,-2,-16,-7,-8,-0.999424265,A,805.6,No,No,3.8,54909
MN,3/16/2020,54,0,-2,3,nan,-12,-1.151523373,C,549.1,No,No,3.2,68388
MO,3/16/2020,9,0,-2,3,nan,-21,-0.50389181,A,543.1,No,No,3.5,53578
MS,3/16/2020,12,0,-2,2,-18,-18,-0.220405081,B,243.7,No,No,5.5,43529
MT,3/16/2020,8,0,-2,4,-12,-12,-1.128655619,A,96,No,No,3.5,53386
NC,3/16/2020,34,0,-2,6,-14,-14,-0.579584273,A,851.5,No,No,3.6,52752
ND,3/16/2020,1,0,-2,3,nan,nan,-1.184796294,A,92.8,No,No,2.3,61843
NE,3/16/2020,33,0,-2,3,nan,nan,-1.02308978,A,198.6,No,No,3.9,59970
NH,3/16/2020,17,0,-2,3,-12,-12,-1.181068126,A,138.5,No,No,2.6,73381
NJ,3/16/2020,176,3,-2,7,-5,-5,-1.382250974,A,893.7,Yes,Yes,3.8,80088
NM,3/16/2020,21,0,-2,5,-8,-8,-0.32499582,B,189.7,No,No,4.8,46744
NV,3/16/2020,45,1,-2,4,nan,-15,-1.009248272,D,356.4,No,No,3.6,58003
NY,3/16/2020,950,10,-2,9,-6,-6,-1.361405657,B,"1,488.10",Yes,Yes,3.8,64894
OH,3/16/2020,50,0,-2,7,-8,-8,-0.752835411,A,"1,028.40",No,No,4.1,54021
OK,3/16/2020,10,0,-2,-17,-16,nan,-0.156429628,B,356.6,No,No,3.3,50051
OR,3/16/2020,46,1,-2,8,nan,-7,-0.671442068,A,359.3,Yes,Yes,3.3,60212
PA,3/16/2020,81,0,-2,10,-7,-16,-0.883590664,C,1307,No,No,4.7,59195
RI,3/16/2020,21,0,-2,7,nan,-12,-1.082727251,C,110.7,Yes,Yes,3.1,19343
SC,3/16/2020,33,1,-2,3,nan,-22,-0.390176385,A,410.6,No,No,2.4,63870
SD,3/16/2020,10,1,-2,-17,nan,nan,-1.132003702,A,86.3,No,No,3.4,50570
TN,3/16/2020,52,0,-2,4,-16,-17,-0.325258598,A,653.1,No,No,3.3,56521
TX,3/16/2020,87,1,-2,3,nan,-17,-0.447232318,A,"2,549.20",No,No,4.5,51340
UT,3/16/2020,40,0,-2,10,nan,-11,-0.865679638,A,295.2,No,No,2.5,59206
VA,3/16/2020,51,1,-2,4,nan,-14,-0.913728677,E,779.6,No,No,2.7,57513
VT,3/16/2020,12,0,-2,3,-9,-8,-1.526935312,C,65.4,No,Yes,2.4,68358
WA,3/16/2020,794,48,-2,16,-9,-7,-1.089860784,A,654.7,Yes,Yes,3.9,71535
WI,3/16/2020,47,0,-2,4,-9,-9,-0.743566907,F,484.2,No,No,3.5,43469
WV,3/16/2020,0,0,-2,0,-8,-8,-0.529024223,B,152.1,No,No,5,70979
WY,3/16/2020,10,0,-2,3,nan,nan,-0.128078994,A,532.8,No,No,3.7,59305
AK,3/17/2020,6,0,-1,6,-11,-11,-0.876548826,B,79.3,No,No,6,73181
AL,3/17/2020,39,0,-1,4,nan,-18,-0.256823131,B,393.5,No,No,2.7,48123
AR,3/17/2020,22,0,-1,6,nan,nan,-0.508276997,A,253.2,No,No,3.5,45869
AZ,3/17/2020,20,0,-1,6,nan,-14,-0.165037009,A,551.3,No,Yes,4.5,56581
CA,3/17/2020,732,14,-1,13,-2,-2,-0.935195212,A,"3,062.50",Yes,Yes,3.9,71805
CO,3/17/2020,183,3,-1,6,-9,-9,-0.624923379,A,481.5,No,No,2.5,69117
CT,3/17/2020,68,0,-1,7,-6,-6,-1.368432731,C,345.1,Yes,Yes,3.7,74168
DC,3/17/2020,31,0,-1,6,-8,-15,-2.095471718,B,239.7,Yes,Yes,5.2,82372
DE,3/17/2020,16,0,-1,4,-7,-7,-0.921321761,A,82.8,No,No,4,62852
FL,3/17/2020,210,6,-1,8,nan,-17,-0.488202606,A,"1,823.00",No,No,2.8,52594
GA,3/17/2020,142,1,-1,3,nan,-17,-0.644826173,A,954.3,No,No,3.1,56183
HI,3/17/2020,14,0,-1,13,-8,-8,0.783471395,D,127.6,No,No,2.7,77765
IA,3/17/2020,29,0,-1,0,nan,nan,-0.400777389,A,308.2,No,No,2.8,58570
ID,3/17/2020,9,0,-1,4,-8,-8,-0.772760052,A,145.7,No,No,2.8,52225
IL,3/17/2020,159,1,-1,8,-4,-4,-0.814528326,A,1206.2,No,No,3.5,62992
IN,3/17/2020,30,2,-1,11,-8,-8,-0.552999018,A,602,No,No,3.1,54181
KS,3/17/2020,17,1,-1,5,nan,-13,-0.369639582,A,268.2,No,No,3.1,56422
KY,3/17/2020,26,1,-1,11,-9,-9,-0.643343491,A,400.8,No,No,4.3,48375
LA,3/17/2020,196,5,-1,6,-6,-6,-0.739555196,A,378.1,No,No,5.1,46145
MA,3/17/2020,218,0,-1,7,-7,-7,-1.674434882,C,824.2,Yes,Yes,2.8,77385
MD,3/17/2020,57,0,-1,12,-6,-13,-1.015704153,B,504.2,No,Yes,3.3,80776
ME,3/17/2020,32,0,-1,2,-8,-15,-1.227932269,C,130.2,No,No,3.1,56277
MI,3/17/2020,65,0,-1,-15,-6,-7,-1.083484445,A,805.6,No,No,3.8,54909
MN,3/17/2020,60,0,-1,4,nan,-11,-1.14018837,C,549.1,No,No,3.2,68388
MO,3/17/2020,16,0,-1,4,nan,-20,-0.26478914,A,543.1,No,No,3.5,53578
MS,3/17/2020,21,0,-1,3,-17,-17,-0.311794801,B,243.7,No,No,5.5,43529
MT,3/17/2020,8,0,-1,5,-11,-11,-0.482308318,A,96,No,No,3.5,53386
NC,3/17/2020,42,0,-1,7,-13,-13,-0.520842204,A,851.5,No,No,3.6,52752
ND,3/17/2020,5,0,-1,4,nan,nan,-1.040857072,A,92.8,No,No,2.3,61843
NE,3/17/2020,36,0,-1,4,nan,nan,-0.935476049,A,198.6,No,No,3.9,59970
NH,3/17/2020,26,0,-1,4,-11,-11,-1.377046329,A,138.5,No,No,2.6,73381
NJ,3/17/2020,268,3,-1,8,-4,-4,-1.541872447,A,893.7,Yes,Yes,3.8,80088
NM,3/17/2020,23,0,-1,6,-7,-7,0.203528446,B,189.7,No,No,4.8,46744
NV,3/17/2020,55,1,-1,5,nan,-14,-0.655723499,D,356.4,No,No,3.6,58003
NY,3/17/2020,1375,18,-1,10,-5,-5,-1.428113716,B,"1,488.10",Yes,Yes,3.8,64894
OH,3/17/2020,67,0,-1,8,-7,-7,-0.752141578,A,"1,028.40",No,No,4.1,54021
OK,3/17/2020,18,0,-1,-16,-15,nan,-0.149134684,B,356.6,No,No,3.3,50051
OR,3/17/2020,66,2,-1,9,nan,-6,-0.525678217,A,359.3,Yes,Yes,3.3,60212
PA,3/17/2020,101,0,-1,11,-6,-15,-0.996416201,C,1307,No,No,4.7,59195
RI,3/17/2020,23,0,-1,8,nan,-11,-1.201879128,C,110.7,Yes,Yes,3.1,19343
SC,3/17/2020,47,1,-1,4,nan,-21,-0.322276631,A,410.6,No,No,2.4,63870
SD,3/17/2020,11,1,-1,-16,nan,nan,-0.832581981,A,86.3,No,No,3.4,50570
TN,3/17/2020,73,0,-1,5,-15,-16,-0.204626271,A,653.1,No,No,3.3,56521
TX,3/17/2020,106,1,-1,4,nan,-16,-0.394059472,A,"2,549.20",No,No,4.5,51340
UT,3/17/2020,51,0,-1,11,nan,-10,-0.683063579,A,295.2,No,No,2.5,59206
